Enrollment_ID,Name,Department,Email,Attendance,Mock_Status,Mock_Score,CGPA,Internships,Projects,Aptitude_Score,Communication_Score,Placed
70101765,Arjun Mehta,AIML,arjun_mehta@outlook.com,86,Present,77.63,9.54,1,2,67.82,64.16,Not Placed
70101845,Arjun Verma,DS,arjun.verma@gmail.com,,Absent,,8.63,,3,69.01,42.07,Placed
70101881,Rahul Das,IT,rahul.das@gmail.com,89,Absent,,5.89,2,5,61.42,58.43,Placed
70101719,Anjali Kumar,CSE,anjali.kumar@gmail.com,54,Absent,,,4,,74.08,,Placed
70101056,Rahul Mehta,DS,rahul.mehta@gmail.com,91,Present,50.26,5.02,0,,58.24,85.25,Placed
70101067,Sneha Das,CSE,sneha_das@outlook.com,87,Present,23.39,9.77,1,5,67.68,43.67,Placed
70100649,Sneha Sharma,CSIT,sneha.sharma@gmail.com,69,Present,76.18,8.26,0,2,94.41,96.31,Not Placed
70101350,Neha Verma,CSIT,,42,Present,85.17,6.94,4,4,79.79,61.64,Not Placed
70100646,Rahul Patel,CSIT,,40,Absent,,7.54,3,4,95.3,64.1,Not Placed
70101928,Rahul Verma,AIML,rahul.verma@gmail.com,,Present,77.69,9.68,,1,48.94,47.62,Placed
70101488,Amit Patel,DS,amit_patel@outlook.com,75,Present,84.24,9.29,1,4,29.95,57.6,Placed
70100564,Arjun Jain,DS,,87,Absent,,8.34,2,1,,73.07,Placed
70101705,Karan Mehta,AIML,karan_mehta@outlook.com,82,Absent,,7.18,3,5,51.03,42.62,Not Placed
70101718,Sneha Gupta,IT,,78,Absent,,6.26,1,5,,92.44,Not Placed
70100839,Anjali Singh,IT,,54,Present,98.34,6.32,1,4,98.44,22.25,Not Placed
70100038,Pooja Das,CSIT,,62,Absent,,,,2,54.54,38.17,Placed
70100961,Pooja Kumar,IT,pooja.kumar@gmail.com,47,Absent,,9.7,,5,20.63,28.47,Not Placed
70101193,Amit Patel,CSIT,amit_patel@outlook.com,78,Present,92.18,7.98,,3,45.09,26.09,Not Placed
70100728,Karan Sharma,DS,karan.sharma@gmail.com,90,Present,24.01,9.11,3,1,27.77,25.95,Placed
70101362,Sneha Patel,CSIT,sneha.patel@gmail.com,,Absent,,8.68,,1,66.04,70.97,Not Placed
70101580,Anjali Sharma,IT,anjali_sharma@outlook.com,53,Absent,,9.12,,2,93.96,20.86,Placed
70100910,Arjun Singh,CSIT,arjun_singh@outlook.com,80,Present,81.87,9.61,,6,69.8,30.1,Not Placed
70101419,Amit Sharma,DS,,80,Absent,,7.75,1,,80.38,,Placed
70101807,Karan Mehta,IT,karan.mehta@gmail.com,57,Present,40.52,5.42,,2,36.9,26.38,Placed
70101329,Karan Jain,AIML,karan.jain@gmail.com,63,Present,50.01,5.24,0,4,,65.67,Placed
70100239,Karan Mehta,AIML,karan_mehta@outlook.com,,Absent,,8.7,4,5,49.17,68.85,Placed
70100519,Amit Das,IT,amit_das@outlook.com,90,Present,92.91,7.35,2,,,93.36,Placed
70101082,Sneha Yadav,IT,,84,Absent,,,4,,83.17,57.08,Not Placed
70101856,Arjun Yadav,CSIT,arjun.yadav@gmail.com,,Absent,,6.8,0,,37.65,47.11,Placed
70101933,Amit Yadav,CSE,,58,Absent,,6.05,,4,83.54,58.47,Placed
70100038,Pooja Das,CSIT,,62,Absent,,,,2,54.54,38.17,Placed
70100857,Anjali Singh,AIML,anjali_singh@outlook.com,52,Absent,,6.35,2,5,74.68,67.97,Not Placed
70101188,Karan Das,DS,karan_das@outlook.com,,Present,88.27,6.88,2,5,82.17,30.84,Placed
70100360,Neha Yadav,CSIT,neha.yadav@gmail.com,58,Absent,,8.35,3,1,49.79,97.32,Placed
70101226,Arjun Sharma,DS,arjun.sharma@gmail.com,,Present,79.5,8.36,,6,83,47.76,Not Placed
70101577,Pooja Yadav,CSE,,58,Present,22.02,7.88,3,5,50.27,67.48,Not Placed
70101723,Anjali Jain,IT,anjali.jain@gmail.com,73,Present,76.21,8.84,4,5,,47.85,Not Placed
70100130,Vikram Jain,AIML,,44,Present,79.14,5.08,1,,45.99,29.73,Placed
70100594,Riya Patel,AIML,,46,Absent,,6.5,2,4,62.85,87.74,Placed
70100496,Karan Verma,AIML,,,Present,64.02,9.54,,2,,47.57,Placed
70101650,Anjali Sharma,CSE,,87,Present,42.3,7.03,1,4,58.69,45.29,Placed
70101016,Vikram Kumar,AIML,vikram.kumar@gmail.com,,Present,71.59,,,4,71.55,,Placed
70100512,Sneha Singh,DS,sneha_singh@outlook.com,53,Present,33.62,5.62,1,,,58.44,Not Placed
70100979,Riya Das,AIML,,93,Present,37.83,8.56,3,4,98.62,89.85,Placed
70101391,Karan Yadav,AIML,karan.yadav@gmail.com,89,Absent,,5.19,,,,91.75,Not Placed
70100103,Rahul Yadav,CSE,,,Present,37.01,5.11,3,5,94.66,57.86,Not Placed
70100500,Vikram Gupta,CSE,vikram.gupta@gmail.com,87,Absent,,7.25,2,4,74.83,65.68,Placed
70101939,Pooja Patel,CSIT,,,Present,91.21,7.24,1,3,88.42,86.23,Not Placed
70100426,Karan Gupta,CSE,karan_gupta@outlook.com,43,Present,22.61,7.73,2,2,26.38,23.42,Not Placed
70100507,Anjali Kumar,CSE,,44,Absent,,9.03,4,3,57.32,46.13,Placed
70101625,Riya Kumar,DS,riya.kumar@gmail.com,93,Absent,,5.06,0,,52.5,77.44,Not Placed
70101725,Sneha Patel,CSIT,,48,Absent,,6.46,3,2,60.39,,Placed
70101526,Rahul Kumar,AIML,,66,Absent,,5.16,4,3,42.64,79.23,Not Placed
70101817,Riya Patel,IT,riya_patel@outlook.com,77,Present,99.62,,3,,36.53,28.59,Placed
70101044,Neha Singh,IT,,,Present,78.66,9.65,,4,61.65,79.3,Not Placed
70100750,Neha Sharma,IT,neha_sharma@outlook.com,,Present,76.9,6.21,,4,,67.84,Placed
70101083,Vikram Das,DS,vikram_das@outlook.com,87,Present,81.52,6.17,1,4,56.53,76.84,Not Placed
70101830,Riya Mehta,CSE,riya.mehta@gmail.com,70,Present,86.27,6.57,4,3,57.22,,Not Placed
70100344,Neha Gupta,CSIT,neha_gupta@outlook.com,86,Absent,,5.97,2,,73.13,68.84,Not Placed
70100598,Pooja Kumar,CSE,,73,Present,26.71,5.17,,1,94.01,21.68,Placed
70100209,Pooja Yadav,IT,,58,Present,36.39,,,4,79.63,96.33,Not Placed
70101726,Neha Yadav,CSE,neha_yadav@outlook.com,45,Absent,,,1,2,32.01,60.54,Placed
70101108,Amit Mehta,AIML,amit_mehta@outlook.com,83,Absent,,5.66,1,4,73.08,91.69,Placed
70101209,Sneha Sharma,IT,,95,Absent,,6.37,0,,,41.25,Placed
70101336,Anjali Kumar,CSE,anjali_kumar@outlook.com,65,Absent,,8.79,0,4,55.49,36.93,Placed
70101681,Anjali Mehta,IT,anjali_mehta@outlook.com,74,Absent,,6.05,2,3,99.66,64.1,Not Placed
70101767,Rahul Mehta,CSIT,rahul.mehta@gmail.com,66,Present,44.07,5.04,,2,68.14,34.51,Not Placed
70100565,Rahul Mehta,DS,,,Present,66.29,7.71,2,2,47.15,74.46,Placed
70101346,Rahul Jain,IT,rahul_jain@outlook.com,,Present,86.09,8.07,2,5,43.4,57.88,Not Placed
70101554,Sneha Das,CSIT,,76,Present,25.8,9.58,3,4,61.5,38.2,Placed
70101838,Neha Sharma,CSIT,neha_sharma@outlook.com,76,Present,49.52,,1,,23.72,63.51,Not Placed
70101480,Vikram Mehta,DS,vikram.mehta@gmail.com,73,Absent,,5.75,,5,77.84,64.15,Not Placed
70100171,Neha Mehta,IT,,86,Absent,,9.02,,6,44.02,35.3,Placed
70101257,Anjali Sharma,CSIT,anjali_sharma@outlook.com,,Absent,,6.11,0,,20.19,86.9,Placed
70100517,Neha Mehta,DS,neha_mehta@outlook.com,85,Present,49,5.61,2,3,39.31,88.94,Placed
70100555,Anjali Yadav,IT,,93,Absent,,,1,5,99.14,45.78,Placed
70101058,Karan Yadav,CSIT,karan_yadav@outlook.com,69,Present,62.31,7.64,0,6,56.67,39.38,Placed
70101701,Amit Sharma,CSIT,,53,Present,42.68,8,1,1,75.42,,Not Placed
70101624,Neha Yadav,CSE,neha.yadav@gmail.com,51,Absent,,,3,5,81.1,39.02,Placed
70100514,Arjun Patel,AIML,,80,Present,56.82,6.87,1,4,88.58,79.67,Placed
70100509,Pooja Das,DS,pooja_das@outlook.com,53,Absent,,5.08,4,6,87.09,,Not Placed
70100742,Pooja Jain,CSIT,pooja_jain@outlook.com,76,Absent,,9.26,3,6,29.41,52.79,Placed
70100968,Vikram Kumar,AIML,vikram_kumar@outlook.com,84,Absent,,8.23,0,5,85.75,71.81,Not Placed
70101629,Rahul Singh,CSIT,rahul.singh@gmail.com,71,Present,53.79,9.7,3,2,88.61,57.82,Placed
70100644,Riya Verma,DS,riya_verma@outlook.com,90,Absent,,5.63,1,4,87.06,49.44,Not Placed
70101545,Riya Patel,AIML,riya_patel@outlook.com,66,Absent,,7.59,1,3,73.57,,Not Placed
70101797,Anjali Das,DS,anjali_das@outlook.com,47,Present,50.75,,2,1,91.26,36.34,Placed
70100516,Karan Patel,DS,karan_patel@outlook.com,,Absent,,7.11,2,5,,28.54,Placed
70100066,Vikram Sharma,DS,,,Absent,,6.26,,3,,67.17,Not Placed
70101065,Arjun Gupta,DS,arjun.gupta@gmail.com,88,Absent,,7.96,3,5,70.9,,Not Placed
70100364,Neha Singh,DS,neha.singh@gmail.com,72,Present,47.22,9.18,4,2,40.28,47.4,Placed
70101200,Arjun Singh,DS,arjun.singh@gmail.com,46,Present,67.17,8.54,4,5,66.26,92.33,Not Placed
70101766,Pooja Singh,DS,,81,Present,83.47,7.93,2,4,48.65,80.73,Placed
70100828,Pooja Jain,CSIT,pooja.jain@gmail.com,59,Absent,,6.03,1,5,48.98,23.95,Placed
70101966,Neha Sharma,IT,,62,Present,72.71,,3,2,32.45,75.3,Placed
70100201,Rahul Yadav,DS,rahul_yadav@outlook.com,47,Absent,,5.3,1,2,,72.82,Placed
70101447,Riya Verma,DS,riya.verma@gmail.com,94,Absent,,,3,5,76.28,,Not Placed
70100892,Karan Kumar,CSE,,89,Absent,,6.06,1,2,53.89,68.4,Not Placed
70101166,Anjali Verma,DS,anjali.verma@gmail.com,64,Absent,,7.39,4,4,67.41,36.92,Placed
70100909,Pooja Gupta,AIML,,,Absent,,6.45,0,2,,48.8,Not Placed
70100003,Karan Kumar,AIML,,48,Present,61.02,,,,44.73,31.14,Placed
70101049,Anjali Patel,AIML,,73,Present,70.27,,4,3,91.07,88.07,Placed
70100471,Pooja Kumar,CSIT,pooja.kumar@gmail.com,86,Present,77.15,8.16,0,2,75.47,35.17,Placed
70100626,Riya Mehta,IT,riya_mehta@outlook.com,91,Present,29.22,8.03,3,1,,66.95,Placed
70100205,Amit Yadav,IT,amit.yadav@gmail.com,51,Absent,,,0,1,59.94,35.12,Not Placed
70101548,Karan Gupta,IT,karan.gupta@gmail.com,68,Present,87.14,7.74,0,5,57.31,88.31,Not Placed
70101441,Vikram Das,AIML,,97,Present,76.12,8.87,2,,59.29,56.72,Not Placed
70101700,Neha Yadav,DS,,,Present,61.65,9.65,3,5,51,57.83,Not Placed
70101450,Riya Mehta,AIML,riya.mehta@gmail.com,45,Absent,,5.69,1,2,59.17,65.51,Not Placed
70100688,Vikram Jain,DS,,76,Present,93.3,5.14,,4,39.07,,Placed
70100877,Pooja Sharma,AIML,pooja.sharma@gmail.com,48,Present,48.69,7.86,0,5,77.24,,Not Placed
70101943,Vikram Jain,IT,vikram.jain@gmail.com,79,Absent,,6.1,4,4,89.46,96.05,Placed
70100485,Rahul Das,IT,,,Present,88.06,,2,6,,26.05,Placed
70101890,Amit Patel,DS,,,Present,69.11,8.25,3,2,43.42,86.81,Not Placed
70101018,Vikram Yadav,IT,vikram.yadav@gmail.com,,Absent,,8.49,4,3,98.76,46.7,Not Placed
70100661,Karan Patel,AIML,karan.patel@gmail.com,84,Absent,,7.9,1,,21.6,,Not Placed
70100881,Pooja Mehta,AIML,pooja_mehta@outlook.com,98,Absent,,5.25,1,,,49.87,Placed
70100532,Karan Kumar,IT,,44,Present,74.61,5.73,1,,63.34,46.15,Placed
70101306,Vikram Yadav,IT,vikram_yadav@outlook.com,,Absent,,7.55,2,6,50.4,75.3,Placed
70101868,Neha Mehta,CSIT,neha_mehta@outlook.com,89,Absent,,7.9,2,3,31.1,80.24,Not Placed
70100244,Pooja Jain,CSIT,,73,Present,38.4,5.69,,,73.77,50.54,Not Placed
70100188,Karan Patel,CSE,karan.patel@gmail.com,,Present,95.13,,4,6,84.59,32.35,Placed
70100350,Riya Singh,CSE,riya_singh@outlook.com,53,Absent,,8.2,2,5,30.87,98.03,Placed
70100165,Pooja Jain,AIML,,97,Absent,,9.73,2,3,97.16,,Placed
70100276,Rahul Das,CSE,,76,Present,59.47,,,4,98.83,49.85,Not Placed
70100936,Vikram Sharma,IT,vikram_sharma@outlook.com,89,Absent,,8.08,,4,33.14,35.03,Placed
70100455,Rahul Mehta,DS,,68,Absent,,6.63,1,3,62.31,40.87,Not Placed
70100853,Riya Kumar,CSIT,riya_kumar@outlook.com,,Absent,,,2,4,96.62,72.38,Placed
70101640,Rahul Gupta,CSE,,76,Present,30.38,,0,4,,30.81,Placed
70101517,Karan Kumar,DS,karan.kumar@gmail.com,55,Absent,,7.55,0,5,,50.54,Placed
70100650,Rahul Singh,AIML,rahul.singh@gmail.com,84,Absent,,8.33,2,5,44.4,32.75,Not Placed
70101054,Pooja Sharma,CSIT,,75,Present,65.61,,2,6,64.91,29.18,Placed
70100073,Karan Singh,DS,karan.singh@gmail.com,50,Absent,,,,1,50.67,92.84,Not Placed
70101596,Sneha Patel,AIML,sneha.patel@gmail.com,95,Present,46.64,8.96,1,,72.35,,Placed
70100780,Vikram Jain,AIML,vikram.jain@gmail.com,56,Absent,,8.79,3,3,79.66,,Not Placed
70101912,Karan Kumar,CSE,,77,Absent,,6.44,0,2,,,Not Placed
70101665,Neha Mehta,CSE,,98,Absent,,,0,3,,85.55,Placed
70101519,Vikram Sharma,CSIT,vikram_sharma@outlook.com,86,Absent,,,,4,92.88,40.49,Placed
70101965,Vikram Mehta,CSE,,,Present,66.18,8.02,0,5,57.51,91.11,Not Placed
70100508,Sneha Jain,AIML,sneha.jain@gmail.com,68,Present,61.06,,1,,23.38,,Not Placed
70100570,Sneha Gupta,CSIT,sneha_gupta@outlook.com,59,Absent,,9.62,,3,82.72,66.31,Not Placed
70100049,Riya Jain,IT,,58,Present,80.98,,4,,62.89,47.25,Placed
70101085,Neha Patel,DS,,89,Present,49.55,9.04,3,3,58.81,50.72,Placed
70101947,Sneha Das,AIML,sneha_das@outlook.com,79,Absent,,9.77,,2,80.29,71.73,Placed
70101181,Rahul Jain,CSE,rahul.jain@gmail.com,69,Absent,,,2,1,,,Placed
70101784,Riya Singh,AIML,,48,Absent,,5.64,,3,74.98,60.76,Placed
70101304,Pooja Verma,AIML,pooja_verma@outlook.com,83,Present,95.59,8.06,,5,60.14,23.45,Not Placed
70100396,Karan Jain,DS,karan.jain@gmail.com,53,Absent,,9.46,3,1,88.43,28.66,Not Placed
70101829,Arjun Singh,CSE,arjun.singh@gmail.com,53,Absent,,5.46,3,2,,68.45,Not Placed
70101288,Vikram Patel,AIML,vikram.patel@gmail.com,65,Present,39.57,7.08,2,5,81.97,34.59,Placed
70100946,Neha Singh,CSE,,,Present,75.67,,1,2,25.66,,Placed
70100213,Pooja Jain,CSIT,pooja_jain@outlook.com,,Absent,,6.91,,,24.13,61.79,Not Placed
70100905,Sneha Verma,CSE,sneha_verma@outlook.com,67,Present,50.36,9.29,4,3,72.9,25.75,Placed
70101711,Karan Mehta,CSE,karan.mehta@gmail.com,59,Present,29.75,9.47,0,1,59.36,40.34,Placed
70101524,Vikram Gupta,DS,vikram.gupta@gmail.com,,Present,45.43,8.39,4,5,97.57,96.44,Placed
70100040,Anjali Mehta,CSE,,59,Absent,,7.21,4,5,,,Not Placed
70101759,Rahul Verma,IT,rahul.verma@gmail.com,79,Absent,,,1,2,27.65,84.92,Placed
70101801,Pooja Yadav,CSIT,pooja.yadav@gmail.com,89,Absent,,8.99,0,1,38.87,,Not Placed
70100769,Amit Mehta,IT,amit_mehta@outlook.com,73,Absent,,7.29,1,2,77.03,76.54,Placed
70101587,Karan Verma,AIML,karan.verma@gmail.com,56,Absent,,,0,,,45.77,Placed
70101811,Karan Kumar,CSIT,,82,Absent,,6.29,1,5,40.23,20.64,Not Placed
70101050,Vikram Verma,AIML,vikram.verma@gmail.com,51,Absent,,5.38,3,,64.45,85.06,Placed
70101276,Vikram Jain,IT,,50,Absent,,,2,4,24.13,96.13,Not Placed
70101273,Anjali Singh,CSE,anjali_singh@outlook.com,49,Present,64.6,8.68,2,4,,23.17,Not Placed
70101990,Sneha Verma,AIML,sneha_verma@outlook.com,62,Present,25.08,6.12,4,5,,,Placed
70100633,Sneha Gupta,CSIT,sneha.gupta@gmail.com,,Absent,,6.83,4,1,81.71,65.24,Not Placed
70101094,Sneha Mehta,IT,sneha_mehta@outlook.com,44,Present,89.21,8.85,3,,,22.07,Placed
70101774,Pooja Jain,CSIT,pooja.jain@gmail.com,45,Present,33.7,7.14,3,5,64.7,43.77,Placed
70101686,Neha Jain,DS,,63,Absent,,,2,6,58.13,28.85,Placed
70100788,Karan Singh,DS,,86,Absent,,,3,4,29.03,92.1,Placed
70101489,Vikram Kumar,DS,vikram_kumar@outlook.com,76,Absent,,8.55,0,5,37.84,75.99,Placed
70101921,Amit Patel,IT,amit_patel@outlook.com,79,Absent,,6.73,3,,39.84,75.52,Placed
70101716,Pooja Gupta,CSE,pooja_gupta@outlook.com,43,Absent,,5.82,3,1,27.55,55.03,Not Placed
70100106,Sneha Das,IT,,,Absent,,7.52,4,,77.01,23.07,Not Placed
70101914,Pooja Singh,AIML,,91,Absent,,5.54,2,4,49.64,69.89,Not Placed
70100060,Vikram Sharma,CSE,vikram_sharma@outlook.com,88,Present,64.81,6.15,,6,38.74,27.78,Placed
70100359,Neha Yadav,CSIT,,,Present,81.44,8.86,1,1,,87.28,Not Placed
70101666,Arjun Yadav,CSIT,,41,Absent,,6.27,,,66.09,91.7,Placed
70101512,Arjun Das,AIML,,,Absent,,8.84,0,3,,47.71,Not Placed
70101490,Rahul Kumar,CSE,,54,Absent,,7.37,2,4,,20.95,Placed
70101492,Arjun Das,CSE,,90,Present,36.2,7.23,1,3,61.36,,Placed
70101357,Vikram Patel,AIML,vikram_patel@outlook.com,79,Present,56.56,9.01,0,1,,77.74,Not Placed
70101469,Pooja Kumar,CSE,,97,Present,25.52,9.59,3,2,63.96,81.32,Not Placed
70100001,Rahul Mehta,CSE,rahul.mehta@gmail.com,61,Present,74.7,5.58,1,,70.32,45.56,Placed
70101930,Riya Singh,DS,,85,Absent,,,2,1,36.77,51.37,Placed
70100949,Neha Mehta,CSE,,47,Present,32.17,8.75,4,4,,,Placed
70101272,Sneha Kumar,DS,sneha.kumar@gmail.com,,Absent,,6.01,0,,,89.84,Placed
70101515,Amit Sharma,AIML,amit.sharma@gmail.com,,Present,78.85,6.06,2,3,83.67,38.14,Placed
70100050,Riya Kumar,CSIT,,79,Present,40.81,6.92,0,2,27.14,,Not Placed
70101011,Vikram Kumar,IT,vikram.kumar@gmail.com,93,Absent,,7.26,,,50.59,,Placed
70100200,Neha Jain,AIML,,86,Present,65.95,6.97,3,4,40.24,41.17,Not Placed
70100214,Neha Mehta,IT,,85,Absent,,5.55,4,1,50.24,24.75,Not Placed
70101968,Amit Patel,AIML,,,Present,45.98,6.38,4,5,,88.68,Placed
70100099,Anjali Yadav,DS,anjali_yadav@outlook.com,84,Present,39.63,5.96,4,,27.17,49.06,Not Placed
70101114,Neha Singh,DS,neha.singh@gmail.com,,Absent,,5.62,0,3,,30.97,Not Placed
70100110,Pooja Patel,DS,pooja.patel@gmail.com,,Present,71.7,8.37,1,3,76.36,,Not Placed
70100058,Arjun Singh,DS,,,Present,47.84,8.01,,3,,34.93,Placed
70101268,Arjun Sharma,AIML,arjun_sharma@outlook.com,50,Present,53.7,6.15,2,3,58.33,,Not Placed
70100713,Neha Das,CSE,,49,Absent,,8.55,3,1,,53.68,Placed
70101590,Arjun Sharma,CSIT,,71,Present,32.66,8.88,2,2,24.58,55.61,Placed
70101534,Anjali Das,AIML,anjali_das@outlook.com,50,Present,30.7,8.02,2,6,20.88,81.23,Placed
70101080,Arjun Gupta,DS,arjun_gupta@outlook.com,70,Absent,,8.58,,4,,61.05,Placed
70100615,Neha Sharma,CSIT,neha.sharma@gmail.com,42,Absent,,6.7,0,,47.76,45.01,Placed
70101783,Vikram Sharma,CSE,,98,Present,57.16,6.85,0,,43.92,47.6,Placed
70101267,Rahul Sharma,IT,,,Present,66.57,8.81,1,1,,66.73,Not Placed
70100133,Amit Kumar,DS,,84,Absent,,,3,6,67.17,23.62,Not Placed
70101030,Riya Yadav,AIML,riya_yadav@outlook.com,49,Present,98.77,8.03,3,5,33.69,90.79,Placed
70101660,Vikram Verma,CSE,vikram.verma@gmail.com,81,Present,21.74,5.27,0,2,,69.97,Not Placed
70100490,Pooja Patel,CSIT,pooja_patel@outlook.com,63,Present,53.48,,4,3,,,Not Placed
70100550,Vikram Sharma,DS,vikram_sharma@outlook.com,63,Absent,,8.6,4,1,,82.92,Not Placed
70100257,Vikram Singh,AIML,vikram_singh@outlook.com,,Present,79.02,5.92,3,,,,Placed
70101989,Pooja Verma,AIML,,52,Present,84.2,,1,1,,68.26,Placed
70101059,Amit Gupta,IT,amit.gupta@gmail.com,60,Present,33.12,6.16,,6,44.31,,Placed
70101232,Arjun Jain,IT,arjun_jain@outlook.com,55,Present,89.03,6.3,2,,,20.29,Not Placed
70101630,Pooja Mehta,DS,pooja_mehta@outlook.com,48,Absent,,9.08,1,1,94.35,,Placed
70100395,Arjun Gupta,IT,,72,Absent,,,,,,92.84,Placed
70101991,Rahul Jain,IT,rahul.jain@gmail.com,69,Present,43.43,9.75,,3,68.41,91.43,Not Placed
70101301,Riya Kumar,CSIT,riya.kumar@gmail.com,,Present,67.12,,4,2,92.55,85.57,Not Placed
70101896,Amit Sharma,CSE,,42,Present,20.55,5.59,1,5,61.22,25.09,Not Placed
70100061,Pooja Jain,DS,,,Absent,,8.99,4,3,50.21,97.9,Placed
70100283,Rahul Singh,CSIT,rahul.singh@gmail.com,43,Absent,,6.13,0,4,21.22,42.72,Placed
70100097,Sneha Yadav,IT,sneha.yadav@gmail.com,79,Absent,,8.68,1,6,68.88,49.81,Placed
70100587,Karan Patel,DS,karan_patel@outlook.com,60,Absent,,8.84,,,27.85,,Not Placed
70101202,Neha Das,DS,neha.das@gmail.com,50,Present,66.94,,3,,31.04,,Not Placed
70100304,Karan Yadav,CSE,karan_yadav@outlook.com,41,Absent,,7.61,1,1,81.8,,Not Placed
70101598,Anjali Patel,AIML,anjali.patel@gmail.com,,Present,93,5.92,0,1,50.23,76.13,Placed
70100936,Vikram Sharma,IT,vikram_sharma@outlook.com,89,Absent,,8.08,,4,33.14,35.03,Placed
70100664,Rahul Mehta,AIML,,91,Present,47.34,6.42,,1,,82.41,Placed
70101086,Pooja Kumar,DS,pooja.kumar@gmail.com,54,Present,72,,,5,38.17,40.79,Placed
70101703,Karan Verma,IT,karan_verma@outlook.com,98,Present,54.95,,1,4,27.49,40.67,Not Placed
70101923,Karan Kumar,DS,,88,Absent,,5.58,0,4,97.2,87.56,Placed
70100869,Neha Verma,DS,neha_verma@outlook.com,60,Present,97.39,7.91,0,1,70.93,40.18,Not Placed
70101688,Vikram Mehta,DS,,85,Present,94.17,8.27,4,6,67.68,43.24,Not Placed
70100102,Neha Singh,AIML,,,Absent,,6.93,3,3,,21.45,Placed
70100488,Karan Sharma,DS,,82,Absent,,8.64,,,,,Not Placed
70101435,Arjun Mehta,IT,arjun.mehta@gmail.com,54,Absent,,8.29,,1,94.79,,Not Placed
70101252,Anjali Kumar,DS,,,Absent,,8.95,2,,,90.45,Not Placed
70100351,Neha Sharma,DS,neha.sharma@gmail.com,53,Absent,,7.37,3,1,51.89,82.6,Placed
70101318,Vikram Das,CSE,,71,Absent,,9.29,,5,59.22,58.1,Not Placed
70100578,Vikram Patel,IT,,88,Absent,,7.93,4,,28.61,,Not Placed
70100023,Vikram Patel,IT,vikram.patel@gmail.com,,Present,35.16,7.41,,,92.35,30.83,Placed
70101145,Vikram Kumar,CSIT,vikram.kumar@gmail.com,,Absent,,,4,,,38.74,Placed
70101084,Amit Yadav,CSE,,80,Present,86.42,7.33,1,,,49.32,Not Placed
70101826,Rahul Das,AIML,rahul.das@gmail.com,81,Present,49.21,5.55,4,,,54.62,Placed
70101400,Neha Yadav,IT,,,Absent,,8.98,0,5,67.58,,Placed
70101001,Anjali Jain,CSE,anjali_jain@outlook.com,58,Absent,,8.08,2,5,,35.26,Not Placed
70101749,Riya Mehta,AIML,riya_mehta@outlook.com,62,Present,58.43,8.87,,6,54.32,24.23,Not Placed
70100921,Amit Singh,DS,,,Absent,,9.16,0,6,,34.81,Placed
70100548,Pooja Mehta,CSE,,69,Absent,,9.03,2,1,28.03,43.59,Not Placed
70100405,Pooja Kumar,IT,pooja_kumar@outlook.com,95,Absent,,5.68,2,5,35.46,51.38,Placed
70101290,Riya Yadav,CSIT,riya.yadav@gmail.com,81,Present,24.49,8.71,3,,32.75,75.37,Placed
70101911,Rahul Gupta,AIML,rahul.gupta@gmail.com,47,Absent,,6.04,0,,75.21,23.12,Not Placed
70101438,Rahul Singh,DS,rahul.singh@gmail.com,42,Absent,,,,3,74.35,70.67,Not Placed
70100915,Amit Singh,AIML,amit_singh@outlook.com,55,Absent,,7.88,3,3,55.56,25.59,Placed
70101844,Amit Singh,CSE,,52,Absent,,6.22,4,6,35.81,37.82,Not Placed
70101063,Sneha Singh,CSE,sneha_singh@outlook.com,77,Absent,,9.64,,5,66.63,42.4,Not Placed
70101977,Anjali Gupta,IT,anjali.gupta@gmail.com,41,Absent,,5.44,1,2,44.41,73.09,Not Placed
70101151,Pooja Kumar,AIML,pooja.kumar@gmail.com,,Present,48.63,5.25,,,22.49,40.24,Placed
70100878,Neha Mehta,AIML,neha_mehta@outlook.com,97,Absent,,,3,6,,,Not Placed
70101300,Neha Sharma,CSIT,neha_sharma@outlook.com,99,Absent,,8.06,4,4,49.16,52.02,Placed
70100907,Rahul Singh,CSIT,rahul.singh@gmail.com,43,Present,28.92,6.54,4,5,53.55,44.77,Placed
70100417,Anjali Gupta,AIML,anjali.gupta@gmail.com,88,Present,85.18,5.22,1,4,63.2,53.78,Not Placed
70100676,Vikram Sharma,AIML,,63,Absent,,6.01,4,2,44.8,26.09,Placed
70101283,Anjali Kumar,CSE,anjali.kumar@gmail.com,64,Present,56.15,,2,4,97.33,29.93,Not Placed
70100194,Arjun Das,IT,arjun_das@outlook.com,82,Present,63.45,7.64,,1,79.89,88.14,Placed
70101023,Neha Das,CSIT,neha_das@outlook.com,93,Present,69.72,9.54,3,1,51.05,47.83,Placed
70100846,Amit Mehta,DS,amit.mehta@gmail.com,76,Present,60.5,7.36,4,,,55.41,Not Placed
70100300,Karan Mehta,CSIT,karan.mehta@gmail.com,49,Absent,,6.26,1,6,29.28,96.06,Not Placed
70100822,Amit Yadav,CSIT,amit.yadav@gmail.com,55,Absent,,8.78,1,5,31.76,32.31,Not Placed
70101073,Sneha Patel,IT,sneha_patel@outlook.com,82,Absent,,5.8,,,79.27,49.96,Placed
70100009,Sneha Patel,CSIT,sneha.patel@gmail.com,56,Present,55.68,9.31,4,,44.82,64.51,Not Placed
70101530,Rahul Sharma,CSE,rahul.sharma@gmail.com,81,Present,87.86,6.48,2,5,41.61,,Not Placed
